D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1463406812238480103_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1463406812238480103_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1463406812238480103_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1464985147567804169.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1464985147567804169_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1464985147567804169_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1464985147567804169_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1476148814217573828.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1476148814217573828_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1476148814217573828_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1476148814217573828_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487086504964259217.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487086504964259217_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487086504964259217_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487086504964259217_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487788182925107251.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487788182925107251_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487788182925107251_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1487788182925107251_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1494293603205603633.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1494293603205603633_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1494293603205603633_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1494293603205603633_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1496010234414335317.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1496010234414335317_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1496010234414335317_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1496010234414335317_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1540032648788365756.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1540032648788365756_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1540032648788365756_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1540032648788365756_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1562065334438722922.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1562065334438722922_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1562065334438722922_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1562065334438722922_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1607050087802393681.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1607050087802393681_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1607050087802393681_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1607050087802393681_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1610583046598684785.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1610583046598684785_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1610583046598684785_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1610583046598684785_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1617911067454719810.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1617911067454719810_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1617911067454719810_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1617911067454719810_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1621749069957008842.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1621749069957008842_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1621749069957008842_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1621749069957008842_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1656213512238576730.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1656213512238576730_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1656213512238576730_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1656213512238576730_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1678241370042616992.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1678241370042616992_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1678241370042616992_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1678241370042616992_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1679666626301656806.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1679666626301656806_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1679666626301656806_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1679666626301656806_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1684391505238849770.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1684391505238849770_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1684391505238849770_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1684391505238849770_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1699205919453505374.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1699205919453505374_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1699205919453505374_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1699205919453505374_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1700305027680515275.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1700305027680515275_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1700305027680515275_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1700305027680515275_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1701170832817495212.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1701170832817495212_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1701170832817495212_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1701170832817495212_90.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1717397611788565128.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1717397611788565128_180.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1717397611788565128_270.jpg,0
D:\stud\diplom\diplom\lattice_points_ml\latchess21\no_train\-1717397611788565128_90.jpg,0
